Config,ID,Based Club ID,Based Club Name,FM ID,First Name,Second Name,Age,Current Ability,Potential Ability,Division ID,Division Name
"[{""a"":""Club"",""m"":""Club"",""k"":88360,""r"":88360},{""a"":""Person"",""m"":""Person"",""k"":278406,""r"":278406},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":117958,""r"":278406}]",278406,88360,Derby County,2014402,Shay,Given,44,,162,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88360,""r"":88360},{""a"":""Person"",""m"":""Person"",""k"":297346,""r"":297346},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":136827,""r"":297346}]",297346,88360,Derby County,5106643,Nigel,Cox,55,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88360,""r"":88360},{""a"":""Person"",""m"":""Person"",""k"":298987,""r"":298987},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":138488,""r"":298987}]",298987,88360,Derby County,5112276,Liam,Rosenior,36,,136,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88360,""r"":88360},{""a"":""Person"",""m"":""Person"",""k"":300870,""r"":300870},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":140219,""r"":300870}]",300870,88360,Derby County,5123087,Danny,Holmes,33,,65,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88360,""r"":88360},{""a"":""Person"",""m"":""Person"",""k"":301496,""r"":301496},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":140846,""r"":301496}]",301496,88360,Derby County,5128711,Ross,Atkins,30,,90,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88360,""r"":88360},{""a"":""Person"",""m"":""Person"",""k"":383061,""r"":383061},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":221905,""r"":383061}]",383061,88360,Derby County,8601095,Pat,Lyons,42,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88360,""r"":88360},{""a"":""Person"",""m"":""Person"",""k"":565595,""r"":565595},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":421914,""r"":565595}]",565595,88360,Derby County,28058567,Steve,Haines,36,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88360,""r"":88360},{""a"":""Person"",""m"":""Person"",""k"":572044,""r"":572044},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":428723,""r"":572044}]",572044,88360,Derby County,29055158,Adam,Robinson,34,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88360,""r"":88360},{""a"":""Person"",""m"":""Person"",""k"":574664,""r"":574664},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":431337,""r"":574664}]",574664,88360,Derby County,29092533,Henry,Dyson,29,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88360,""r"":88360},{""a"":""Person"",""m"":""Person"",""k"":575210,""r"":575210},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":431882,""r"":575210}]",575210,88360,Derby County,29109562,Stephen,Pearce,,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88360,""r"":88360},{""a"":""Person"",""m"":""Person"",""k"":575503,""r"":575503},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":432175,""r"":575503}]",575503,88360,Derby County,29113938,Luke,Jenkinson,34,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88360,""r"":88360},{""a"":""Person"",""m"":""Person"",""k"":576849,""r"":576849},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":433523,""r"":576849}]",576849,88360,Derby County,29133091,Joe,McClaren,30,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88360,""r"":88360},{""a"":""Person"",""m"":""Person"",""k"":578091,""r"":578091},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":434755,""r"":578091}]",578091,88360,Derby County,29157104,Mel,Morris,64,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88360,""r"":88360},{""a"":""Person"",""m"":""Person"",""k"":579280,""r"":579280},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":436024,""r"":579280}]",579280,88360,Derby County,29175401,Amit,Pannu,42,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88360,""r"":88360},{""a"":""Person"",""m"":""Person"",""k"":579689,""r"":579689},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":436338,""r"":579689}]",579689,88360,Derby County,29177795,Sam,Thacker,27,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88360,""r"":88360},{""a"":""Person"",""m"":""Person"",""k"":579692,""r"":579692},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":436341,""r"":579692}]",579692,88360,Derby County,29177816,Ben,Warner,27,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88360,""r"":88360},{""a"":""Person"",""m"":""Person"",""k"":580208,""r"":580208},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":436856,""r"":580208}]",580208,88360,Derby County,29191095,Harry,Croft,27,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88360,""r"":88360},{""a"":""Person"",""m"":""Person"",""k"":580209,""r"":580209},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":436857,""r"":580209}]",580209,88360,Derby County,29191097,Robin,Sadler,41,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88360,""r"":88360},{""a"":""Person"",""m"":""Person"",""k"":580210,""r"":580210},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":436858,""r"":580210}]",580210,88360,Derby County,29191102,Chris,Perkins,,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88360,""r"":88360},{""a"":""Person"",""m"":""Person"",""k"":580211,""r"":580211},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":436859,""r"":580211}]",580211,88360,Derby County,29191103,Jamie,Smith,33,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88360,""r"":88360},{""a"":""Person"",""m"":""Person"",""k"":581210,""r"":581210},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":437851,""r"":581210}]",581210,88360,Derby County,29216311,Mike,Scott,40,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88360,""r"":88360},{""a"":""Person"",""m"":""Person"",""k"":931433,""r"":931433},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":835629,""r"":931433}]",931433,88360,Derby County,89060916,Chris,Scudder,33,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88360,""r"":88360},{""a"":""Person"",""m"":""Person"",""k"":1002029,""r"":1002029},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439501,""r"":1002029}]",1002029,88360,Derby County,29235714,Oliver,Griffin,25,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88360,""r"":88360},{""a"":""Person"",""m"":""Person"",""k"":1002030,""r"":1002030},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439502,""r"":1002030}]",1002030,88360,Derby County,29235715,Michael,Cooper,25,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88360,""r"":88360},{""a"":""Person"",""m"":""Person"",""k"":1002031,""r"":1002031},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439503,""r"":1002031}]",1002031,88360,Derby County,29235716,Dylan,Jones,23,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88360,""r"":88360},{""a"":""Person"",""m"":""Person"",""k"":1002032,""r"":1002032},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439504,""r"":1002032}]",1002032,88360,Derby County,29235717,Mark,Rutledge,46,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88360,""r"":88360},{""a"":""Person"",""m"":""Person"",""k"":1002033,""r"":1002033},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439505,""r"":1002033}]",1002033,88360,Derby County,29235718,Steve,Meynell,41,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88360,""r"":88360},{""a"":""Person"",""m"":""Person"",""k"":1002034,""r"":1002034},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439506,""r"":1002034}]",1002034,88360,Derby County,29235719,Stephen,Forryan,24,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88368,""r"":88368},{""a"":""Person"",""m"":""Person"",""k"":166477,""r"":166477},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":5510,""r"":166477}]",166477,88368,Fulham,103424,Scott,Parker,39,,140,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88368,""r"":88368},{""a"":""Person"",""m"":""Person"",""k"":239064,""r"":239064},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":78658,""r"":239064}]",239064,88368,Fulham,836295,Marco,Cesarini,42,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88368,""r"":88368},{""a"":""Person"",""m"":""Person"",""k"":276202,""r"":276202},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":115743,""r"":276202}]",276202,88368,Fulham,2004225,Wayne,Gill,44,,95,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88368,""r"":88368},{""a"":""Person"",""m"":""Person"",""k"":277744,""r"":277744},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":117281,""r"":277744}]",277744,88368,Fulham,2005929,Steve,Wigley,58,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88368,""r"":88368},{""a"":""Person"",""m"":""Person"",""k"":279484,""r"":279484},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":119010,""r"":279484}]",279484,88368,Fulham,2019057,Mark,Pembridge,49,,145,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88368,""r"":88368},{""a"":""Person"",""m"":""Person"",""k"":291804,""r"":291804},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":131333,""r"":291804}]",291804,88368,Fulham,4001698,Brian,Talbot,67,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88368,""r"":88368},{""a"":""Person"",""m"":""Person"",""k"":295388,""r"":295388},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":134928,""r"":295388}]",295388,88368,Fulham,5005648,Thomas,Jackson,44,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88368,""r"":88368},{""a"":""Person"",""m"":""Person"",""k"":295389,""r"":295389},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":134929,""r"":295389}]",295389,88368,Fulham,5005670,Alistair,Mackintosh,50,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88368,""r"":88368},{""a"":""Person"",""m"":""Person"",""k"":296874,""r"":296874},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":136386,""r"":296874}]",296874,88368,Fulham,5103465,Stuart,Gray,60,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88368,""r"":88368},{""a"":""Person"",""m"":""Person"",""k"":299037,""r"":299037},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":138548,""r"":299037}]",299037,88368,Fulham,5112416,Rob,Burch,36,,93,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88368,""r"":88368},{""a"":""Person"",""m"":""Person"",""k"":300012,""r"":300012},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":139516,""r"":300012}]",300012,88368,Fulham,5114298,Vic,Bettinelli,60,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88368,""r"":88368},{""a"":""Person"",""m"":""Person"",""k"":300034,""r"":300034},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":139538,""r"":300034}]",300034,88368,Fulham,5114350,Brett,Cooper,35,,55,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88368,""r"":88368},{""a"":""Person"",""m"":""Person"",""k"":563283,""r"":563283},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":419606,""r"":563283}]",563283,88368,Fulham,28000470,Matthew,Wells,31,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88368,""r"":88368},{""a"":""Person"",""m"":""Person"",""k"":563463,""r"":563463},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":419796,""r"":563463}]",563463,88368,Fulham,28005186,Malcolm,Elias,66,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88368,""r"":88368},{""a"":""Person"",""m"":""Person"",""k"":564057,""r"":564057},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":420379,""r"":564057}]",564057,88368,Fulham,28017143,Ben,Bartlett,40,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88368,""r"":88368},{""a"":""Person"",""m"":""Person"",""k"":564353,""r"":564353},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":420675,""r"":564353}]",564353,88368,Fulham,28019857,Colin,Omogbehin,45,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88368,""r"":88368},{""a"":""Person"",""m"":""Person"",""k"":564896,""r"":564896},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":421217,""r"":564896}]",564896,88368,Fulham,28036654,Huw,Jennings,60,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88368,""r"":88368},{""a"":""Person"",""m"":""Person"",""k"":567150,""r"":567150},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":423466,""r"":567150}]",567150,88368,Fulham,28094829,Mark,Lamping,62,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88368,""r"":88368},{""a"":""Person"",""m"":""Person"",""k"":567315,""r"":567315},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":423631,""r"":567315}]",567315,88368,Fulham,28095727,Sean,O'Loughlin,47,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88368,""r"":88368},{""a"":""Person"",""m"":""Person"",""k"":568208,""r"":568208},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":424524,""r"":568208}]",568208,88368,Fulham,28110903,Jonathan,Hill,29,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88368,""r"":88368},{""a"":""Person"",""m"":""Person"",""k"":569026,""r"":569026},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":425339,""r"":569026}]",569026,88368,Fulham,28122893,Chris,Hanson,41,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88368,""r"":88368},{""a"":""Person"",""m"":""Person"",""k"":575970,""r"":575970},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":432641,""r"":575970}]",575970,88368,Fulham,29125299,Shahid,Khan,70,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88368,""r"":88368},{""a"":""Person"",""m"":""Person"",""k"":576752,""r"":576752},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":433420,""r"":576752}]",576752,88368,Fulham,29130898,Amy,Todd,33,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88368,""r"":88368},{""a"":""Person"",""m"":""Person"",""k"":577772,""r"":577772},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":434436,""r"":577772}]",577772,88368,Fulham,29147289,Alastair,Harris,32,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88368,""r"":88368},{""a"":""Person"",""m"":""Person"",""k"":577878,""r"":577878},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":434542,""r"":577878}]",577878,88368,Fulham,29151920,Lee,Hagger,60,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88368,""r"":88368},{""a"":""Person"",""m"":""Person"",""k"":578957,""r"":578957},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":435609,""r"":578957}]",578957,88368,Fulham,29169659,Geoff,Warne,40,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88368,""r"":88368},{""a"":""Person"",""m"":""Person"",""k"":579596,""r"":579596},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":436247,""r"":579596}]",579596,88368,Fulham,29176871,Nick,Taylor,36,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88368,""r"":88368},{""a"":""Person"",""m"":""Person"",""k"":579985,""r"":579985},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":436633,""r"":579985}]",579985,88368,Fulham,29183227,Tony,Khan,37,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88368,""r"":88368},{""a"":""Person"",""m"":""Person"",""k"":583031,""r"":583031},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":440986,""r"":583031}]",583031,88368,Fulham,30002042,James,Ellis,41,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88368,""r"":88368},{""a"":""Person"",""m"":""Person"",""k"":829055,""r"":829055},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":717787,""r"":829055}]",829055,88368,Fulham,67042486,Javier,Pereira,54,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88368,""r"":88368},{""a"":""Person"",""m"":""Person"",""k"":1002525,""r"":1002525},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439997,""r"":1002525}]",1002525,88368,Fulham,29241108,Marc,Edwards,31,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88368,""r"":88368},{""a"":""Person"",""m"":""Person"",""k"":1002527,""r"":1002527},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439999,""r"":1002527}]",1002527,88368,Fulham,29241120,James,Lovell,38,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88368,""r"":88368},{""a"":""Person"",""m"":""Person"",""k"":1094355,""r"":1094355},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":890513,""r"":1094355}]",1094355,88368,Fulham,2000018080,Aaron,Chester,32,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88368,""r"":88368},{""a"":""Person"",""m"":""Person"",""k"":1094356,""r"":1094356},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":890514,""r"":1094356}]",1094356,88368,Fulham,2000018081,Anthony,Ross,26,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88378,""r"":88378},{""a"":""Person"",""m"":""Person"",""k"":169826,""r"":169826},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":8860,""r"":169826}]",169826,88378,Huddersfield Town,121858,Leigh,Bromby,40,,121,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88378,""r"":88378},{""a"":""Person"",""m"":""Person"",""k"":169997,""r"":169997},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":9002,""r"":169997}]",169997,88378,Huddersfield Town,125711,Danny,Schofield,40,,120,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88378,""r"":88378},{""a"":""Person"",""m"":""Person"",""k"":173032,""r"":173032},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":12041,""r"":173032}]",173032,88378,Huddersfield Town,134132,Mark,Hudson,38,,120,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88378,""r"":88378},{""a"":""Person"",""m"":""Person"",""k"":183413,""r"":183413},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":22415,""r"":183413}]",183413,88378,Huddersfield Town,217988,Phil,Hodgkinson,48,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88378,""r"":88378},{""a"":""Person"",""m"":""Person"",""k"":276285,""r"":276285},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":115831,""r"":276285}]",276285,88378,Huddersfield Town,2004326,Dave,Hanson,51,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88378,""r"":88378},{""a"":""Person"",""m"":""Person"",""k"":298748,""r"":298748},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":138238,""r"":298748}]",298748,88378,Huddersfield Town,5111916,Jonathan,Worthington,37,,110,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88378,""r"":88378},{""a"":""Person"",""m"":""Person"",""k"":300861,""r"":300861},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":140381,""r"":300861}]",300861,88378,Huddersfield Town,5123078,Mark,Devlin,55,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88378,""r"":88378},{""a"":""Person"",""m"":""Person"",""k"":567120,""r"":567120},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":423436,""r"":567120}]",567120,88378,Huddersfield Town,28094145,Paul,Clements,34,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88378,""r"":88378},{""a"":""Person"",""m"":""Person"",""k"":568369,""r"":568369},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":424684,""r"":568369}]",568369,88378,Huddersfield Town,28111848,Adam,Housley,28,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88378,""r"":88378},{""a"":""Person"",""m"":""Person"",""k"":568909,""r"":568909},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":425222,""r"":568909}]",568909,88378,Huddersfield Town,28122132,Dominic,Rae,24,,,153406,Sky Bet Championship
